Contig,ORF,Day1_D1,Day1_D5,Day1_D9,Day1_L1,Day1_L5,Day1_L9,Day2_D1,Day2_D5,Day2_D9,Day2_L1,Day2_L5,Day2_L9
Contig6.4_12_8696_9094,cce_4677,-0.62,-0.61,-0.24,0.33,0.23,0.28,-0.7,-0.32,-0.16,0.33,0.2,0.32
Contig6.4_13_9292_9194,cce_4676,-0.01,0.02,,-0.01,-0.06,-0.07,,-0.02,0.02,,-0.01,-0.04
Contig6.4_14_14483_9267,cce_4675,0.08,0.18,0.05,-0.22,-0.15,-0.13,0.12,0.04,-0.04,-0.29,-0.22,-0.19
Contig6.4_15_15260_15649,cce_4674,-0.11,-0.18,0.63,-0.31,-0.13,-0.13,-0.2,-0.08,0.73,-0.37,-0.26,-0.18
Contig6.4_16_15667_17286,cce_4673,0.03,-0.23,0.52,-0.31,-0.1,-0.16,-0.11,-0.09,0.73,-0.3,-0.17,-0.19
Contig6.4_17_17604_18383,cce_4672,0.34,0.13,-0.02,0.2,0.16,0.17,0.3,0.17,0.01,0.08,-0.07,0.05
Contig6.4_1_2_235,cce_4688,0.59,,-0.16,-0.32,-0.43,0.31,0.66,0.06,-0.03,-0.18,-0.25,0.2
Contig6.4_2_611_1783,cce_4687,1.99,-0.25,-1.78,-2.58,-2.42,0.1,2.01,-0.31,-2.13,-2.3,-2.15,-0.27
Contig6.4_3_1844_2896,cce_4686,0.53,0.14,,-0.23,-0.24,-0.02,0.52,0.08,-0.08,-0.28,-0.2,-0.1
Contig6.4_4_2900_3118,cce_4685,0.55,0.13,-0.04,-0.16,-0.2,0.07,0.46,0.01,-0.08,-0.07,-0.17,
Contig6.4_5_3146_3808,cce_4684,0.22,0.17,0.08,-0.1,-0.07,,0.21,0.07,0.03,-0.16,-0.09,-0.08
Contig6.4_6_3805_3945,Contig6.4_6_3805_3945,0.23,0.02,-0.14,-0.26,-0.3,-0.06,0.22,0.02,-0.05,-0.13,-0.2,-0.06
Contig6.4_7_4774_3899,cce_4683,-0.48,-0.15,-0.22,0.46,0.04,-0.19,-0.5,-0.07,-0.14,0.34,0.16,-0.08
Contig6.4_8_6373_4844,cce_4682,-0.2,0.22,-0.02,0.09,-0.12,-0.14,-0.2,0.15,-0.09,0.04,-0.11,-0.13
Contig6.4_9_7134_7322,cce_4680,-1.67,-0.92,0.07,0.62,0.24,-0.87,-1.84,-0.68,0.17,0.59,0.31,-0.64
Contig60.1_10_6818_6943,cce_4079,-0.13,-0.01,-0.06,-0.1,-0.16,-0.11,-0.1,-0.08,-0.09,-0.1,-0.09,-0.1
Contig60.1_11_7016_7462,cce_4078,-0.03,-0.82,-0.44,-0.35,0.55,0.53,0.09,-0.73,-0.35,-0.3,0.17,0.31
Contig60.1_12_7650_10274,cce_4077,-0.06,-0.15,-0.09,-0.06,0.12,0.1,-0.01,-0.15,0.04,-0.02,0.02,0.07
Contig60.1_13_11686_10277,cce_4076,0.1,0.05,0.08,-0.03,0.05,0.03,0.08,0.03,0.05,-0.08,0.05,0.01
Contig60.1_14_12840_11923,Contig60.1_14_12840_11923,-0.36,0.08,0.24,0.39,-0.44,-0.47,-0.48,0.16,0.29,0.35,-0.26,-0.51
Contig60.1_15_13845_12868,cce_4074,-0.2,-0.15,0.09,0.28,-0.22,-0.15,-0.2,-0.1,0.16,0.28,0.07,-0.07
Contig60.1_16_15153_14083,cce_4073,0.03,0.27,-0.04,0.05,-0.06,-0.06,-0.02,0.34,0.14,0.33,0.03,0.01
Contig60.1_17_15556_15167,cce_4072,0.01,0.09,0.13,-0.05,0.03,0.13,-0.02,0.18,0.19,0.06,0.17,0.14
Contig60.1_18_16394_15615,cce_4071,0.03,0.11,0.02,-0.17,-0.04,-0.05,0.08,0.01,-0.05,-0.26,-0.19,-0.1
Contig60.1_19_17228_16437,cce_4070,0.03,,,-0.07,-0.04,-0.01,0.03,-0.02,-0.02,-0.07,-0.01,0.01
Contig60.1_1_2_607,cce_4088,-0.89,0.37,-0.02,0.3,-0.49,-0.26,-0.81,0.59,0.07,0.33,-0.41,-0.22
Contig60.1_20_17947_17237,cce_4069,-0.06,-0.02,-0.05,-0.06,-0.13,-0.07,-0.09,-0.05,-0.06,-0.03,-0.02,-0.03
Contig60.1_21_18444_17974,cce_4068,0.08,0.12,0.05,-0.03,-0.05,-0.01,0.11,0.04,0.08,-0.05,-0.02,-0.04
Contig60.1_22_18502_18753,cce_4067,0.08,0.04,0.11,0.04,0.05,0.06,0.04,0.07,0.17,0.08,0.04,0.06
Contig60.1_23_18747_19055,cce_4066,0.09,0.04,0.09,0.01,0.03,0.03,0.08,0.05,0.04,-0.03,-0.03,-0.03
Contig60.1_24_20019_19081,cce_4065,0.09,0.01,0.08,-0.05,0.1,0.17,0.13,0.04,0.1,-0.03,0.05,0.13
Contig60.1_25_20364_22061,cce_4064,0.22,0.04,0.12,0.02,0.05,-0.01,0.16,0.09,0.07,-0.02,,-0.03
Contig60.1_26_22201_23544,cce_4063,-0.28,-0.16,-0.09,0.14,0.17,0.12,-0.24,-0.06,-0.09,0.1,0.12,0.18
Contig60.1_27_25301_23607,cce_4062,-0.04,-0.02,-0.07,0.2,0.02,-0.02,-0.03,0.04,0.1,0.12,-0.06,-0.02
Contig60.1_28_26886_25357,cce_4061,0.03,0.12,-0.02,0.39,0.11,-0.16,0.08,0.05,0.05,0.25,-0.12,-0.12
Contig60.1_29_27042_27890,cce_4060,0.08,0.26,-0.17,0.55,0.23,-0.22,0.09,0.18,0.42,0.45,0.06,0.04
Contig60.1_2_716_1033,cce_4087,-0.74,0.53,-0.04,0.2,-0.29,-0.26,-0.7,0.7,-0.23,0.26,-0.17,-0.27
Contig60.1_4_2173_2493,cce_4085,0.1,0.05,0.14,0.11,0.15,0.12,0.13,0.18,0.19,0.11,0.12,0.11
Contig60.1_6_2957_2616,cce_4084,-0.11,-0.1,-0.04,0.3,0.11,-0.07,-0.05,-0.07,0.02,0.26,0.13,-0.04
Contig60.1_7_4376_3177,cce_4083,0.1,0.14,0.07,0.14,-0.06,-0.14,0.15,0.14,0.24,0.2,0.04,-0.11
Contig60.1_8_5794_4580,cce_4082,-0.2,-0.11,0.02,0.26,0.01,,-0.21,0.01,,0.15,0.07,0.01
Contig60.1_9_5878_6777,cce_4081,-0.22,-0.28,0.01,0.24,-0.03,0.07,-0.19,-0.24,0.03,0.18,0.11,0.11
Contig61.1_1_390_1706,cce_0071,0.06,0.75,0.22,-0.1,-0.34,-0.24,0.13,0.84,0.38,-0.11,-0.14,-0.15
Contig61.2_10_10198_10551,cce_0079,-0.05,0.18,0.31,0.3,-0.18,-0.24,-0.05,0.26,0.33,0.2,-0.02,-0.22
Contig61.2_11_10860_12245,cce_0080,-0.54,-0.62,-0.39,0.23,0.42,0.16,-0.74,-0.6,-0.55,0.23,0.55,0.25
Contig61.2_12_12460_12762,cce_0081,-0.17,0.53,0.28,-0.1,-0.57,-0.61,-0.25,0.71,0.28,0.09,-0.44,-0.62
Contig61.2_13_13139_12804,cce_0082,-0.28,-0.2,0.03,0.2,-0.07,-0.21,-0.43,-0.13,-0.04,0.14,0.09,-0.12
Contig61.2_14_13166_13750,cce_0083,0.26,0.59,0.29,-0.24,-0.44,-0.35,0.05,0.43,0.26,-0.08,-0.45,-0.37
Contig61.2_15_14671_13775,cce_0084,-0.18,-0.25,-0.15,-0.02,-0.07,-0.06,-0.24,-0.2,-0.16,,-0.02,-0.06
Contig61.2_16_14850_15389,cce_0085,,-0.31,-0.18,0.21,0.22,-0.17,-0.12,-0.21,-0.11,0.26,0.38,-0.08
Contig61.2_18_16554_15757,cce_0086,0.07,0.03,0.01,0.05,-0.06,0.02,0.11,,-0.04,0.01,,
Contig61.2_19_17480_16560,cce_0087,-0.29,-0.29,-0.15,0.35,0.08,,-0.41,-0.16,-0.09,0.34,0.19,0.11
Contig61.2_1_3_365,cce_0071,0.2,0.09,0.16,-0.01,0.13,0.12,0.22,0.14,0.15,-0.01,0.07,0.06
Contig61.2_20_18084_17539,cce_0088,0.07,-0.04,0.1,0.07,0.15,0.19,0.08,0.03,0.08,0.02,0.12,0.17
Contig61.2_21_18201_19025,cce_0089,-0.1,-0.12,-0.01,-0.01,0.01,0.07,-0.11,-0.09,0.03,,0.07,0.09
Contig61.2_22_19578_19090,Contig61.2_22_19578_19090,-0.32,0.21,-0.15,-0.4,0.79,-0.01,-0.09,-0.21,-0.49,-0.46,0.14,-0.14
Contig61.2_23_19577_21322,cce_0091,-0.26,-0.14,-0.18,-0.02,-0.05,-0.09,-0.24,-0.15,-0.18,-0.04,-0.02,-0.22
Contig61.2_25_21952_23547,cce_0093,0.97,0.41,-0.24,-0.64,-0.88,0.28,1.03,0.21,-0.19,-0.51,-0.62,0.1
Contig61.2_26_23570_24727,cce_0094,1.19,0.23,-0.51,-0.56,-0.59,0.28,1.22,0.1,-0.36,-0.4,-0.39,0.08
Contig61.2_27_24745_25596,cce_0095,0.28,0.14,-0.03,-0.14,-0.19,-0.05,0.28,0.04,-0.06,-0.08,-0.05,-0.03
Contig61.2_28_25626_26168,cce_0096,0.12,0.05,-0.2,-0.29,-0.26,-0.14,0.12,-0.15,-0.21,-0.24,-0.2,-0.2
Contig61.2_29_26799_26188,cce_0097,0.69,,0.11,-0.2,-0.17,-0.14,0.69,-0.02,0.1,-0.16,-0.11,-0.11
Contig61.2_2_530_820,cce_0072,-1.32,-1.18,-0.4,0.17,0.48,0.2,-1.25,-0.87,-0.33,0.11,0.46,0.28
Contig61.2_30_26821_27147,cce_0098,-0.09,-0.25,-0.08,-0.1,0.16,0.05,-0.19,-0.06,0.15,0.02,0.18,0.02
Contig61.2_31_27497_27357,cce_0099,1.32,0.3,-0.38,-1.44,-0.97,-0.1,1.48,-0.1,-0.68,-1.59,-1.13,-0.04
Contig61.2_3_1444_995,cce_0073,-0.83,-0.57,-0.16,0.67,0.06,-0.18,-0.86,-0.25,-0.04,0.6,0.12,-0.12
Contig61.2_4_1539_2468,cce_0074,0.05,0.07,-0.14,-0.02,-0.02,-0.02,,0.04,-0.1,-0.04,-0.04,-0.03
Contig61.2_6_2832_3017,Contig61.2_6_2832_3017,-0.13,-0.06,-0.05,-0.08,-0.04,-0.01,-0.16,-0.02,0.01,,0.06,0.03
Contig61.2_7_3014_3403,cce_0076,0.1,0.22,,-0.19,-0.12,-0.13,0.01,0.07,-0.02,-0.26,-0.19,-0.15
Contig61.2_8_3504_7085,cce_0077,0.12,0.06,0.06,0.05,-0.02,0.09,0.18,0.09,0.08,0.09,0.1,0.15
Contig61.2_9_7447_10095,cce_0078,0.99,-0.31,-0.23,-0.43,-0.37,0.34,1.1,-0.26,-0.23,-0.3,-0.18,0.15
Contig62.1_10_8815_9171,Contig62.1_10_8815_9171,0.13,0.11,0.1,,0.02,0.07,0.19,0.1,0.12,0.02,0.03,0.06
Contig62.1_11_9286_9552,cce_0023,0.12,-0.02,0.13,-0.09,0.18,0.12,0.12,0.06,0.1,-0.07,0.09,0.12
Contig62.1_12_9552_9869,cce_0024,-0.06,-0.01,-0.05,-0.07,-0.07,-0.05,-0.06,-0.08,-0.09,-0.1,-0.11,-0.1
Contig62.1_13_9913_10341,cce_0025,0.05,-0.02,0.07,0.03,0.21,0.19,0.11,0.05,0.09,0.08,0.19,0.23
Contig62.1_14_11081_10533,cce_0027,-0.03,,-0.03,-0.06,-0.08,-0.07,-0.08,-0.05,-0.07,-0.08,-0.12,-0.08
Contig62.1_1_1274_207,cce_0015,0.09,0.12,0.09,0.15,0.02,-0.01,0.06,0.23,0.2,0.12,0.03,0.01
Contig62.1_2_1428_2780,cce_0016,0.14,0.05,0.06,0.02,0.06,0.07,0.2,0.1,0.14,0.04,0.05,0.09
Contig62.1_3_4291_2795,cce_0017,0.05,-0.04,-0.01,-0.03,0.04,0.05,0.06,-0.01,-0.01,-0.05,-0.02,0.01
Contig62.1_4_4404_5051,cce_0018,-0.01,0.05,0.2,0.13,-0.03,-0.12,-0.06,0.1,0.36,0.19,0.07,-0.02
Contig62.1_5_5171_5536,cce_0019,-1.6,-1.53,,0.73,0.09,-0.17,-1.72,-1.04,0.09,0.66,0.18,0.05
Contig62.1_6_6820_5588,cce_0020,-0.13,0.01,-0.16,-0.13,-0.19,-0.16,-0.19,-0.11,-0.16,-0.16,-0.21,-0.18
Contig62.1_7_7089_7445,cce_0021,0.06,-0.18,-0.14,-0.34,-0.1,0.12,0.18,0.06,0.06,-0.41,-0.25,
Contig62.1_8_7527_7952,cce_0022,0.11,0.22,0.04,0.19,0.1,0.09,0.11,0.24,0.05,0.25,0.15,0.12
Contig62.1_9_7955_8830,Contig62.1_9_7955_8830,0.13,-0.05,0.12,-0.03,0.03,0.01,0.12,0.09,0.19,0.01,0.09,0.06
Contig62.2_1_424_44,cce_0027,0.11,0.03,0.13,-0.04,0.09,0.04,0.1,0.04,0.07,-0.07,-0.04,-0.02
Contig62.2_2_1099_512,cce_0028,0.01,,0.22,-0.11,0.19,0.1,0.03,-0.04,0.2,-0.05,-0.06,0.04
Contig62.2_3_2773_1574,cce_0029,-1.98,-1.23,0.92,0.58,0.12,-1.28,-1.97,-0.88,1.2,0.46,-0.27,-1.25
Contig62.2_4_3167_3823,cce_0030,0.04,0.08,0.12,0.07,0.13,0.38,0.22,0.2,0.29,0.12,0.02,0.23
Contig62.2_6_6037_4043,cce_0032,0.99,0.08,-0.02,-0.42,-0.23,-0.03,0.99,-0.07,-0.06,-0.38,-0.25,-0.21
Contig62.2_7_6344_6114,cce_0033,1.16,-0.29,-0.49,-0.8,-0.13,0.43,1.2,-0.35,-0.22,-0.6,-0.31,0.18
Contig62.2_8_7172_6882,cce_0034,0.25,0.4,0.3,-0.31,0.01,-0.04,0.34,0.2,0.43,-0.3,-0.24,-0.1
Contig62.3_10_8267_7335,cce_0044,-0.77,-1.1,-0.88,-0.39,0.6,0.53,-0.83,-1.37,-0.8,-0.41,0.54,0.65
Contig62.3_11_9085_8519,cce_0045,-0.37,0.14,-0.35,-0.55,-0.65,-0.49,-0.51,-0.43,-0.44,-0.34,-0.33,-0.4
Contig62.3_12_9467_9102,cce_0046,-0.12,-0.07,-0.16,-0.27,-0.14,-0.12,-0.26,-0.16,-0.15,-0.16,-0.11,-0.06
Contig62.3_15_10332_10628,cce_0049,0.28,0.21,0.25,0.03,0.13,0.1,0.3,0.2,0.17,-0.08,,-0.01
Contig62.3_17_10945_11205,cce_0051,0.01,0.07,0.06,0.02,0.01,0.03,0.02,0.05,0.01,-0.04,-0.03,-0.02
Contig62.3_18_11206_11412,Contig62.3_18_11206_11412,0.05,0.03,0.08,0.08,0.08,0.08,0.07,0.12,0.08,0.08,0.08,0.05
Contig62.3_1_78_482,cce_0035,0.52,0.06,0.04,-0.12,-0.06,0.14,0.52,0.07,0.03,-0.12,-0.02,0.03
Contig62.3_20_12126_12512,cce_0052,-0.27,0.03,,0.51,0.11,-0.24,-0.31,0.14,-0.02,0.31,0.09,-0.19
Contig62.3_21_12563_13516,cce_0053,-0.19,0.17,0.21,0.39,0.06,-0.17,-0.2,0.24,0.12,0.26,0.03,-0.16
Contig62.3_2_1773_685,cce_0036,-0.1,-0.35,-0.19,-0.23,0.35,0.47,-0.06,-0.19,-0.18,-0.15,0.28,0.44
Contig62.3_3_2398_1871,cce_0037,-0.06,-0.01,-0.04,0.13,-0.06,-0.01,-0.06,-0.02,0.02,0.11,-0.01,
Contig62.3_5_3794_2700,cce_0039,0.04,0.02,0.07,0.06,0.02,0.06,0.1,0.09,0.06,,0.05,0.04
Contig62.3_6_4954_3797,cce_0040,0.44,0.54,0.23,-0.02,0.03,-0.09,0.38,0.38,0.49,0.05,0.16,0.05
Contig62.3_7_6131_4959,cce_0041,0.1,,0.09,0.06,0.15,0.15,0.11,0.08,0.09,0.05,0.12,0.1
Contig62.3_8_6711_6145,cce_0042,-0.18,-0.31,-0.18,-0.32,0.24,0.72,-0.15,-0.31,-0.18,-0.2,0.21,0.63
Contig62.3_9_7313_6723,cce_0043,-0.76,-1.2,-0.51,-0.72,0.41,1.02,-0.84,-1.13,-0.57,-0.69,0.23,0.97
Contig63.1_10_5789_6511,cce_3135,0.18,0.17,0.09,-0.08,-0.06,0.08,0.22,0.14,0.03,-0.11,-0.07,
Contig63.1_11_6514_7257,cce_3136,-0.01,0.18,0.02,0.03,-0.09,0.02,0.08,0.14,0.07,0.08,-0.02,0.05
Contig63.1_12_7477_8424,cce_3137,0.69,0.55,-0.29,-0.4,-0.42,0.11,0.42,0.44,-0.26,-0.38,-0.39,0.03
Contig63.1_13_8449_9045,cce_3138,0.79,0.7,-0.13,-0.59,-0.55,0.08,0.45,0.52,-0.05,-0.33,-0.53,
Contig63.1_14_10336_9137,cce_3139,0.68,-0.53,-0.34,-0.2,-0.28,0.57,0.81,-0.26,-0.24,-0.12,-0.07,0.45
Contig63.1_15_11109_10354,cce_3140,0.52,-0.34,-0.12,-0.12,-0.22,0.48,0.48,-0.16,-0.08,-0.04,-0.05,0.4
Contig63.1_16_11315_11731,cce_3141,0.39,-1.85,-2.07,-1.92,-1.76,1.79,0.75,-1.52,-1.74,-1.66,-1.52,1.44
Contig63.1_17_12087_13316,cce_3142,0.25,-0.01,0.09,-0.05,0.04,0.11,0.23,0.06,0.11,-0.02,0.09,0.1
Contig63.1_18_14310_13411,cce_3143,0.08,-0.08,0.04,-0.11,0.06,-0.11,-0.03,0.02,0.27,0.05,0.09,-0.03
Contig63.1_19_19505_14553,cce_3144,-0.28,-0.33,-0.23,0.02,0.01,0.05,-0.39,-0.25,-0.16,0.05,0.06,0.1
Contig63.1_1_215_628,cce_3127,-0.66,1.32,0.44,-0.27,-0.41,-0.4,-0.7,1.11,0.55,-0.16,-0.28,-0.28
Contig63.1_20_19540_19683,cce_3145,-0.04,0.07,0.02,0.08,0.1,0.1,0.07,0.06,0.07,0.1,0.07,0.07
Contig63.1_21_20929_19709,cce_3146,-2.36,-1.14,-0.37,0.84,-0.04,-0.52,-2.46,-0.77,-0.28,0.79,0.17,-0.48
Contig63.1_22_23013_21100,cce_3147,0.29,0.63,0.25,-0.17,-0.04,-0.14,0.25,0.36,0.53,-0.04,0.27,0.04
Contig63.1_23_23133_23507,cce_3148,-0.07,0.05,0.21,0.06,-0.13,-0.14,-0.16,0.07,0.17,0.08,0.08,-0.05
Contig63.1_24_24937_23621,cce_3149,-0.44,0.93,0.38,0.21,-0.49,-0.65,-0.51,0.97,0.37,0.21,-0.27,-0.51
Contig63.1_25_25404_25051,cce_3150,-0.27,0.43,0.02,-0.33,-0.32,-0.04,-0.29,0.62,0.07,0.07,-0.14,0.04
Contig63.1_26_25654_25451,cce_3151,-0.1,0.45,0.02,-0.23,-0.39,-0.04,-0.16,0.6,-0.03,0.1,-0.21,-0.05
Contig63.1_2_1270_923,cce_3128,-0.46,-0.28,-0.34,-0.19,0.28,0.22,-0.47,-0.42,-0.37,-0.07,0.22,0.2
Contig63.1_3_1775_2152,cce_3129,-0.31,-0.58,-0.24,0.08,0.58,0.05,-0.44,-0.34,-0.25,0.14,0.42,0.11
Contig63.1_4_2996_2247,cce_3130,-0.33,0.02,-0.17,-0.19,-0.31,-0.3,-0.38,-0.18,-0.17,-0.07,-0.06,-0.13
Contig63.1_5_3459_2917,cce_3131,-0.15,-0.02,-0.07,-0.09,-0.16,-0.13,-0.18,-0.11,-0.08,-0.04,-0.05,-0.06
Contig63.1_6_3653_3871,cce_3132,0.03,0.02,0.02,0.06,0.04,0.06,0.05,0.05,0.06,0.07,0.05,0.06
Contig63.1_7_3864_4148,cce_3133,0.2,0.22,0.14,0.1,0.07,0.04,0.28,0.23,0.24,0.08,0.12,0.05
Contig63.1_8_4423_5661,cce_3134,0.24,0.36,-0.14,-0.32,-0.17,0.24,0.37,0.28,-0.2,-0.4,-0.13,0.13
Contig63.2_1_2106_799,cce_3153,-0.39,0.02,0.07,0.47,-0.2,-0.41,-0.42,0.07,0.15,0.46,0.12,-0.26
Contig63.3_1_293_1675,cce_3155,0.22,0.17,0.16,0.04,-0.26,0.12,0.28,0.24,0.17,0.04,0.09,0.06
Contig63.4_2_1663_515,cce_3156,-0.06,-0.02,0.05,0.25,-0.01,-0.12,-0.1,0.03,0.03,0.2,0.03,-0.09
Contig63.4_3_3605_1722,cce_3157,0.1,0.08,0.21,0.07,0.23,0.14,0.12,0.19,0.24,0.05,0.16,0.08
Contig63.4_4_3968_5125,cce_3158,0.17,0.08,0.17,0.02,-0.07,-0.02,0.09,-0.04,-0.03,-0.1,-0.07,-0.09
Contig63.4_5_5280_5483,cce_3159,-0.11,0.04,-0.06,-0.03,-0.14,-0.07,-0.03,,0.01,0.01,-0.08,-0.04
Contig63.4_6_5480_5749,cce_3160,-0.22,-0.06,-0.16,-0.2,-0.26,-0.2,-0.27,-0.17,-0.23,-0.13,-0.12,-0.18
Contig63.4_7_7008_5902,cce_3161,-0.46,-0.78,-0.68,-0.43,0.66,1.15,-0.61,-0.9,-0.99,-0.46,0.51,0.44
Contig64.1_10_9167_10228,cce_1118,0.01,-0.05,0.01,-0.04,0.03,0.03,-0.05,-0.01,-0.02,-0.03,,0.04
Contig64.1_11_11485_10199,cce_1117,0.99,-0.04,-0.33,-0.52,-0.33,0.57,1.05,0.06,-0.32,-0.43,-0.3,0.35
Contig64.1_12_11987_12658,cce_1116,-0.86,-0.66,-0.43,0.65,0.06,-0.52,-1.01,-0.5,-0.43,0.67,0.48,-0.18
Contig64.1_13_12693_13364,cce_1115,-0.68,-0.61,-0.32,0.51,0.12,-0.39,-0.75,-0.48,-0.42,0.35,0.18,-0.19
Contig64.1_14_13851_13447,cce_1114,1.6,-0.11,-1.67,-2.33,-2.06,0.64,1.75,-0.16,-1.87,-1.9,-1.72,0.16
Contig64.1_15_13988_15160,cce_1113,0.1,0.01,,-0.08,-0.12,-0.03,,-0.02,-0.02,-0.08,-0.08,-0.08
Contig64.1_16_15482_16405,cce_1112,0.37,-0.05,-0.73,-1.13,-0.55,0.99,0.22,-0.04,-0.4,-0.92,-0.5,1.02
Contig64.1_17_16511_16603,cce_1111,0.16,0.09,-0.24,-0.35,-0.17,0.66,0.21,0.11,-0.14,-0.27,-0.2,0.49
Contig64.1_18_17259_17999,cce_1110,0.02,-0.05,0.01,0.05,0.15,0.13,0.06,0.04,0.12,,0.23,0.18
Contig64.1_19_18800_18162,cce_1109,0.08,0.07,0.07,0.08,,0.03,0.14,0.08,0.03,0.02,0.01,0.04
Contig64.1_1_47_154,cce_1127,0.21,-0.07,-0.03,-0.18,0.08,0.27,0.21,-0.03,-0.05,-0.16,0.01,0.21
Contig64.1_20_20154_18841,Contig64.1_20_20154_18841,-0.09,-0.13,0.02,0.47,0.15,0.12,-0.15,0.02,0.02,0.28,0.17,0.08
Contig64.1_2_147_1274,cce_1126,0.24,-0.24,-0.2,-0.25,0.11,0.45,0.16,-0.13,-0.13,-0.21,0.07,0.39
Contig64.1_3_1476_2615,cce_1125,0.27,0.03,,-0.07,-0.02,0.28,0.32,0.04,0.03,-0.06,,0.21
Contig64.1_4_5196_2623,cce_1124,0.46,-0.03,0.01,-0.32,0.11,0.25,0.46,,0.19,-0.25,0.13,0.22
Contig64.1_5_5571_5263,cce_1123,0.91,-0.73,-0.63,-1.21,-0.11,0.65,0.95,-0.8,-0.49,-1.17,-0.09,0.51
Contig64.1_6_5844_5599,cce_1122,0.94,-0.9,-0.7,-0.95,-0.38,0.93,1.09,-0.59,-0.58,-0.74,-0.44,0.68
Contig64.1_7_6105_7268,cce_1121,0.16,0.09,0.1,-0.05,0.03,0.02,0.2,0.09,0.05,-0.11,-0.04,-0.06
Contig64.1_8_8731_7265,cce_1120,-0.05,-0.03,-0.02,-0.06,-0.1,-0.05,-0.05,,-0.05,-0.03,-0.04,-0.05
Contig64.2_1_557_3,cce_5102,0.05,0.06,0.01,-0.03,-0.03,0.01,0.02,0.02,0.03,-0.02,-0.02,-0.01
Contig64.2_2_802_620,cce_5103,-0.07,-0.09,-0.04,0.03,0.01,0.06,-0.06,-0.05,0.03,0.07,0.11,0.13
Contig64.2_3_1058_846,cce_5104,0.24,0.11,0.03,-0.05,-0.16,-0.15,0.09,-0.01,0.01,0.02,-0.06,-0.1
Contig64.2_4_1608_1748,cce_5106,-0.1,-0.67,-0.49,-0.42,-0.13,0.44,0.31,-0.44,-0.43,-0.3,-0.09,0.69
Contig64.2_5_2554_1928,cce_5107,-0.06,-0.01,-0.09,-0.11,-0.17,-0.1,-0.13,-0.15,-0.12,-0.12,-0.13,-0.06
Contig64.3_1_1_294,cce_1107,0.06,0.16,0.11,0.09,0.09,0.05,0.08,0.12,0.14,0.15,0.03,0.04
Contig64.3_2_607_302,cce_1106,0.15,0.33,0.26,-0.1,-0.05,-0.28,0.04,0.34,0.29,,-0.18,-0.29
Contig64.3_3_2663_636,cce_1105,0.16,0.17,0.15,0.02,-0.05,-0.24,0.15,0.22,0.19,0.16,-0.04,-0.15
Contig64.4_2_854_351,cce_5109,0.17,0.35,0.05,0.11,0.03,0.01,0.26,0.3,0.35,0.14,0.1,0.12
Contig64.4_3_1341_856,cce_5110,0.1,0.05,0.07,,0.02,0.02,0.15,0.07,0.08,,-0.02,-0.01
Contig64.4_4_1769_1347,cce_5111,0.22,0.09,0.08,,0.02,0.03,0.23,0.08,0.08,-0.06,-0.02,0.01
Contig64.5_1_813_361,cce_5114,0.07,0.06,0.08,,0.01,,0.13,0.05,0.02,-0.03,-0.01,-0.03
Contig64.5_2_1371_841,cce_5115,0.11,-0.02,0.01,-0.1,-0.06,-0.05,0.03,0.06,0.01,-0.05,-0.06,-0.03
Contig64.5_3_1525_1391,Contig64.5_3_1525_1391,0.03,0.01,-0.03,-0.12,-0.11,-0.08,-0.02,-0.04,-0.07,-0.15,-0.13,-0.12
Contig64.6_10_5739_5164,cce_5122,0.08,0.13,0.07,-0.02,-0.04,0.02,0.11,-0.02,-0.01,-0.02,-0.01,-0.06
Contig64.6_12_6862_6434,cce_5124,-0.03,0.05,0.01,-0.12,-0.13,-0.08,,-0.02,-0.06,-0.11,-0.1,-0.09
Contig64.6_13_7634_6876,cce_5125,0.09,0.07,0.03,-0.04,-0.05,-0.05,0.07,0.01,,-0.07,-0.02,-0.09
Contig64.6_14_8315_7788,cce_5126,0.04,0.1,0.04,-0.05,-0.02,,0.09,0.01,-0.01,-0.07,-0.05,-0.07
Contig64.6_15_8685_8290,cce_5127,-0.09,0.02,-0.02,-0.1,-0.07,-0.05,-0.02,-0.12,-0.08,-0.1,-0.02,-0.04
Contig64.6_16_8753_8857,Contig64.6_16_8753_8857,-0.03,0.03,-0.01,-0.11,-0.09,-0.07,-0.06,-0.03,-0.02,-0.07,0.05,-0.06
Contig64.6_1_332_9,cce_1104,,-0.04,0.11,0.27,0.25,0.1,0.04,0.14,0.16,0.19,0.15,0.11
Contig64.6_2_894_304,cce_1103,-0.01,0.1,0.27,0.25,0.2,0.07,0.06,0.22,0.27,0.17,0.11,0.02
Contig64.6_3_1755_1015,Contig64.6_3_1755_1015,0.15,0.04,0.09,0.07,0.08,0.09,0.17,0.06,0.07,0.03,0.05,0.07
Contig64.6_6_2920_3090,cce_5118,0.21,0.06,0.08,-0.03,0.02,0.04,0.2,0.02,0.09,-0.04,,-0.03
Contig64.6_7_3647_3096,cce_5119,-0.14,-0.13,-0.18,0.4,0.02,-0.17,-0.22,-0.11,-0.12,0.25,-0.13,-0.14
Contig64.6_8_4032_4922,cce_5120,0.05,0.06,0.09,0.01,-0.02,0.03,0.09,0.06,0.06,0.01,0.02,0.02
Contig64.6_9_5167_4952,cce_5121,0.04,0.05,0.04,-0.02,,0.01,0.06,0.05,0.03,-0.01,0.02,
