Contig,ORF,Day1_D1,Day1_D5,Day1_D9,Day1_L1,Day1_L5,Day1_L9,Day2_D1,Day2_D5,Day2_D9,Day2_L1,Day2_L5,Day2_L9
Contig56.1_33_26425_28197,cce_1903,0.33,0.55,0.14,-0.04,-0.04,-0.09,0.33,0.32,0.58,0.06,0.21,0.04
Contig56.1_34_28433_29446,cce_1902,-0.35,-0.08,-0.09,-0.12,0.15,0.16,-0.43,-0.06,0.11,-0.09,0.12,0.18
Contig56.1_35_30141_29686,cce_1901,1.12,0.64,-0.38,-0.74,-0.69,0.29,1.29,0.69,-0.37,-0.51,-0.47,0.17
Contig56.1_3_2454_2173,cce_1933,0.05,0.47,0.18,-0.39,-0.22,,0.25,0.61,0.11,-0.4,-0.36,-0.13
Contig56.1_4_2529_2906,cce_1932,0.02,0.13,0.09,0.07,0.19,0.09,0.03,0.13,0.14,0.21,0.04,0.07
Contig56.1_5_3999_2944,cce_1931,0.1,0.17,-0.5,-0.62,0.06,0.82,-0.08,0.2,-0.35,-0.47,-0.26,0.53
Contig56.1_6_4751_4368,cce_1930,0.17,0.06,0.12,0.24,0.1,,0.18,0.07,0.06,0.12,0.08,-0.02
Contig56.1_7_4974_5165,cce_1928,-0.02,-0.19,-0.03,0.19,0.21,0.24,0.04,-0.02,0.05,0.18,0.22,0.26
Contig56.1_8_5448_5179,cce_1927,-0.61,-0.17,0.12,0.47,-0.04,-0.21,-0.63,0.07,0.15,0.45,0.05,-0.14
Contig56.2_1_210_1,cce_1901,0.97,0.48,-0.23,-0.56,-0.47,0.31,1.05,0.46,-0.27,-0.41,-0.36,0.19
Contig56.2_2_1520_411,cce_1900,0.81,0.88,0.01,-0.54,-0.79,-0.37,0.77,0.82,-0.03,-0.45,-0.75,-0.44
Contig56.2_3_2272_1670,cce_1899,0.22,0.6,0.03,0.32,-0.39,-0.49,0.27,0.67,0.02,0.24,-0.33,-0.49
Contig56.2_4_3966_2368,cce_1898,1.38,0.83,0.31,-0.99,-1.23,-0.78,1.42,0.51,0.13,-0.97,-1.02,-0.87
Contig56.2_5_4635_4943,cce_1897,-0.22,0.15,0.05,0.24,-0.03,-0.03,-0.27,0.31,0.12,0.3,0.03,-0.04
Contig56.2_6_5192_5004,Contig56.2_6_5192_5004,-0.38,0.3,0.08,0.43,-0.37,-0.43,-0.49,0.43,0.07,0.39,-0.06,-0.32
Contig56.3_1_50_163,cce_1897,-0.13,0.28,0.06,0.29,-0.04,-0.12,-0.14,0.34,0.12,0.28,-0.03,-0.05
Contig56.3_3_284_1015,cce_1896,0.09,0.21,0.13,0.15,,0.02,0.05,0.2,0.16,0.14,0.02,-0.02
Contig56.3_4_2029_1028,cce_1895,0.1,0.04,0.11,0.16,-0.02,-0.01,0.09,0.11,0.06,0.09,0.02,-0.05
Contig57.1_1_178_693,cce_3778,-0.13,0.03,0.08,0.15,-0.02,-0.11,-0.18,0.21,0.28,0.22,0.02,0.01
Contig57.1_2_793_1728,cce_3779,-0.09,-0.05,0.05,0.32,-0.04,-0.11,-0.15,0.13,0.03,0.28,0.01,-0.06
Contig57.1_3_3309_3175,Contig57.1_3_3309_3175,0.2,0.04,0.15,0.01,0.09,0.08,0.22,0.11,0.1,-0.02,0.04,0.01
Contig57.1_4_3203_3298,Contig57.1_4_3203_3298,0.09,0.12,0.11,-0.05,-0.06,-0.08,0.08,0.1,0.12,-0.08,-0.04,-0.09
Contig57.1_5_4419_3325,cce_3780,0.14,0.06,0.11,0.05,0.06,0.08,0.17,0.11,0.08,,0.01,0.03
Contig57.1_6_5013_4861,cce_3781,0.24,0.13,0.28,0.14,0.21,0.17,0.25,0.18,0.28,0.12,0.14,0.13
Contig57.1_7_5082_5510,cce_3782,0.17,0.05,-0.06,-0.11,-0.21,-0.1,0.12,-0.03,-0.04,-0.02,-0.11,-0.08
Contig57.1_8_5599_6666,cce_3783,-0.24,-0.2,-0.17,0.57,0.05,-0.12,-0.13,-0.14,-0.16,0.35,-0.11,-0.14
Contig57.1_9_6683_8278,cce_3784,-0.26,-0.05,-0.18,0.02,-0.19,-0.24,-0.27,-0.11,-0.18,0.02,-0.19,-0.17
Contig57.2_2_803_1618,cce_3788,,-0.01,-0.02,,0.02,-0.02,0.02,0.05,0.04,-0.02,,0.02
Contig57.3_10_7999_8286,cce_3797,-0.81,-0.99,1.24,-0.13,-0.26,-0.28,-0.76,-0.52,1.26,-0.01,-0.44,-0.46
Contig57.3_11_8353_9054,cce_3798,0.07,0.07,0.19,0.03,0.07,0.07,0.15,0.1,0.22,-0.01,-0.01,
Contig57.3_12_10042_9065,cce_3799,-0.1,0.05,-0.04,-0.09,-0.16,-0.12,-0.07,-0.06,-0.08,-0.06,-0.05,-0.12
Contig57.3_13_10772_10035,cce_3800,-0.14,0.26,0.01,-0.17,-0.17,-0.19,-0.14,-0.05,0.06,-0.05,-0.11,-0.16
Contig57.3_14_11003_12070,cce_3801,0.25,,0.11,,0.05,0.04,0.25,0.04,0.05,-0.08,-0.02,-0.06
Contig57.3_15_12449_12075,cce_3802,0.21,0.05,0.01,-0.22,-0.11,-0.04,0.11,0.05,0.09,-0.01,0.09,0.08
Contig57.3_18_13976_13656,Contig57.3_18_13976_13656,-0.5,-0.47,-0.44,-0.27,0.05,0.08,-0.59,-0.44,-0.34,-0.19,0.28,0.16
Contig57.3_22_15934_15098,cce_3809,-0.15,-0.01,-0.2,-0.24,-0.27,-0.2,-0.13,-0.14,-0.17,-0.23,-0.25,-0.18
Contig57.3_24_16655_16401,cce_3811,0.78,0.05,0.01,-0.41,-0.37,0.19,0.68,-0.01,0.04,-0.4,-0.35,
Contig57.3_25_16722_17231,cce_3812,0.05,-0.09,-0.17,-0.19,-0.13,0.73,0.1,-0.01,-0.07,-0.1,-0.1,0.65
Contig57.3_26_17209_17811,cce_3813,-0.03,-0.21,-0.19,-0.2,-0.22,0.75,-0.06,-0.19,-0.24,-0.1,-0.13,0.65
Contig57.3_27_18367_18011,cce_3814,-0.34,-0.49,-0.39,1.0,0.15,-0.76,-0.66,-0.42,-0.41,0.8,-0.45,-0.63
Contig57.3_28_18441_18623,cce_3815,0.15,0.1,0.06,-0.02,0.01,0.03,0.13,0.08,0.05,-0.02,0.01,-0.03
Contig57.3_29_18800_20101,cce_3816,0.56,0.46,0.09,0.22,-0.56,-0.75,0.62,0.32,0.01,0.17,-0.36,-0.61
Contig57.3_2_702_283,cce_3789,0.09,-0.03,0.09,0.07,-0.03,0.01,0.03,0.07,0.06,0.05,-0.04,-0.02
Contig57.3_30_20289_20110,cce_3817,0.06,-0.02,0.05,-0.05,-0.08,-0.05,0.06,-0.03,-0.02,-0.1,-0.05,-0.08
Contig57.3_31_20307_20531,cce_3818,0.18,0.02,0.04,-0.09,-0.12,-0.04,0.12,0.01,0.01,-0.09,-0.05,-0.06
Contig57.3_32_20760_21200,Contig57.3_32_20760_21200,0.22,0.14,0.19,0.12,0.16,0.17,0.28,0.16,0.18,0.07,0.09,0.11
Contig57.3_3_1501_707,cce_3790,-0.06,0.04,-0.05,-0.06,-0.18,-0.1,-0.09,-0.04,-0.06,,-0.07,-0.05
Contig57.3_4_2032_1523,cce_3791,0.34,0.25,0.12,-0.19,-0.3,-0.2,0.16,0.02,-0.04,-0.11,-0.19,-0.14
Contig57.3_5_2868_2032,cce_3792,0.43,0.31,0.19,-0.13,-0.14,-0.05,0.34,0.1,0.03,-0.16,-0.09,-0.11
Contig57.3_6_4563_2872,cce_3793,0.21,0.15,0.08,-0.12,-0.12,-0.09,0.15,0.12,0.08,-0.13,-0.13,-0.09
Contig57.3_7_5692_4913,cce_3794,0.34,0.16,0.14,-0.03,0.1,0.12,0.28,0.05,0.1,-0.1,,0.02
Contig57.3_8_6514_5747,cce_3795,-0.04,0.01,-0.08,0.1,0.15,0.11,-0.03,0.02,-0.05,0.09,0.18,0.15
Contig57.3_9_7726_6698,cce_3796,-0.08,-0.13,-0.02,0.02,0.1,0.05,-0.12,,0.03,0.06,0.12,0.12
Contig58.1_11_9933_8974,cce_2929,-0.08,-0.14,-0.09,0.27,0.08,-0.09,-0.11,-0.13,-0.18,0.03,-0.12,-0.14
Contig58.1_13_10336_11997,cce_2927,0.24,0.36,0.06,-0.1,-0.02,-0.03,0.27,0.22,0.47,-0.1,0.14,0.03
Contig58.1_14_12067_13242,cce_2926,-0.34,-0.37,-0.22,0.17,0.09,0.23,-0.36,-0.19,-0.14,0.21,0.17,0.3
Contig58.1_15_15641_13647,cce_2925,-0.69,0.96,0.01,0.48,-0.55,-0.04,-0.55,0.82,-0.07,0.46,-0.37,0.02
Contig58.1_16_16452_15784,cce_2924,0.25,0.15,0.19,0.04,0.14,0.09,0.32,0.21,0.21,,0.05,0.08
Contig58.1_17_16891_18498,cce_2923,0.01,0.04,0.01,0.02,-0.01,0.1,0.09,0.05,0.04,0.06,-0.02,0.07
Contig58.1_18_18620_18883,cce_2922,-0.1,-0.01,-0.04,-0.07,-0.06,-0.06,-0.07,-0.06,,-0.03,-0.02,-0.01
Contig58.1_19_18855_19130,cce_2921,-0.07,0.04,0.03,-0.07,-0.14,-0.02,0.03,-0.04,-0.01,-0.01,-0.02,-0.02
Contig58.1_1_3_251,cce_2937,-0.16,-3.19,-3.05,-0.56,0.58,0.38,-0.11,-3.17,-3.32,0.14,0.67,0.59
Contig58.1_20_19285_19536,cce_2920,-0.06,-0.01,-0.13,-0.05,-0.17,-0.05,-0.06,-0.13,-0.1,-0.02,-0.06,-0.07
Contig58.1_21_20728_19595,cce_2919,0.13,0.1,0.1,0.11,0.15,0.1,0.2,0.2,0.27,0.07,0.09,0.12
Contig58.1_22_22663_20741,cce_2918,0.1,0.18,0.14,0.06,0.07,0.12,0.18,0.15,0.15,0.05,0.09,0.07
Contig58.1_23_22989_23237,cce_2916,0.13,0.06,0.05,-0.03,0.01,0.08,0.16,0.05,0.1,-0.03,0.01,0.05
Contig58.1_24_23701_23345,cce_2915,0.32,-0.06,-0.2,-0.39,0.38,0.15,-0.12,-0.19,-0.39,-0.25,0.56,0.34
Contig58.1_25_24535_26061,cce_2914,0.04,0.08,0.12,0.19,0.06,0.07,0.11,0.07,0.06,0.11,0.05,0.06
Contig58.1_26_26314_27699,cce_2913,0.71,-0.05,-0.33,-0.29,-0.41,0.63,0.77,0.08,-0.45,-0.18,-0.25,0.39
Contig58.1_27_29544_27754,cce_2912,-0.03,-0.05,-0.01,0.71,0.33,-0.12,0.01,-0.01,-0.04,0.44,-0.01,-0.1
Contig58.1_28_30034_29831,cce_2911,-2.88,-0.7,,0.69,0.09,-1.18,-2.91,-0.29,0.11,0.59,0.16,-1.05
Contig58.1_29_30000_30155,cce_2910,0.12,0.14,0.12,0.02,0.06,0.02,0.18,0.09,0.1,-0.05,-0.01,-0.03
Contig58.1_2_1408_581,cce_2936,0.16,0.14,0.02,-0.15,-0.24,-0.07,0.13,0.12,0.12,-0.05,-0.08,-0.11
Contig58.1_30_30715_30221,cce_2909,-3.58,-0.57,0.1,0.64,-0.09,-1.66,-3.64,0.09,0.22,0.67,0.16,-1.46
Contig58.1_3_2099_1485,cce_2935,0.17,0.11,0.11,-0.07,-0.06,-0.03,0.14,0.06,0.03,-0.09,-0.05,-0.06
Contig58.1_4_4125_2107,cce_2934,0.15,0.5,0.02,-0.09,-0.13,-0.1,0.12,0.29,0.35,0.06,0.04,0.01
Contig58.1_6_4573_4208,cce_2933,0.23,-0.04,-0.1,-0.16,0.01,0.3,0.32,-0.12,-0.06,-0.05,,0.21
Contig58.1_7_5759_4761,cce_2932,0.3,0.12,,-0.18,-0.12,-0.09,0.26,-0.03,-0.1,-0.19,-0.09,-0.14
Contig58.1_8_5936_6523,cce_2931,0.71,0.27,-0.14,-0.53,-0.44,0.47,0.54,-0.03,0.08,-0.28,-0.23,0.43
Contig58.1_9_6649_8877,cce_2930,0.34,0.21,0.04,-0.19,0.07,0.19,0.38,0.15,0.01,-0.2,,0.06
Contig59.1_10_10914_11891,cce_3069,0.34,0.33,0.29,-0.39,-0.15,0.21,0.39,0.3,0.31,-0.28,-0.13,0.15
Contig59.1_11_19804_12023,cce_3070,-0.18,-0.09,-0.12,-0.05,-0.15,-0.1,-0.19,-0.1,-0.1,-0.02,-0.06,-0.06
Contig59.1_13_20541_19957,cce_3072,0.17,0.14,0.2,0.04,0.17,0.1,0.19,0.19,0.19,0.02,0.15,0.11
Contig59.1_14_20615_20719,Contig59.1_14_20615_20719,0.18,0.13,0.1,-0.04,0.01,-0.02,0.24,0.12,0.11,-0.06,-0.02,-0.01
Contig59.1_15_21652_20741,cce_3073,0.08,0.02,0.01,-0.08,-0.06,-0.06,0.03,0.05,-0.03,-0.06,-0.07,-0.04
Contig59.1_16_21798_21655,cce_3073,0.03,0.12,0.06,0.01,-0.05,0.04,0.12,0.01,0.04,0.03,0.03,0.05
Contig59.1_1_376_2,cce_3059,-0.04,0.05,,-0.01,-0.19,-0.17,-0.12,0.11,0.13,0.04,-0.08,-0.06
Contig59.1_2_3442_419,cce_3060,-0.15,,-0.15,-0.12,-0.2,-0.18,-0.17,-0.11,-0.18,-0.11,-0.18,-0.2
Contig59.1_3_4906_3620,cce_3061,-0.07,0.06,-0.09,-0.19,-0.16,-0.16,-0.05,-0.08,-0.14,-0.22,-0.19,-0.2
Contig59.1_4_6184_5093,cce_3062,0.05,-0.04,,-0.1,-0.07,-0.07,0.02,-0.02,-0.01,-0.07,-0.02,-0.03
Contig59.1_6_6719_6934,cce_3063,0.15,0.05,0.17,0.01,0.07,0.11,0.16,0.13,0.13,-0.01,0.03,0.03
Contig59.1_7_6931_7155,cce_3064,0.03,0.03,-0.01,-0.06,-0.07,-0.03,0.02,0.01,0.04,-0.01,-0.04,-0.01
Contig59.1_8_8927_7218,cce_3065,0.17,0.11,0.06,-0.05,0.03,0.07,0.21,0.04,0.05,-0.05,0.11,0.11
Contig59.1_9_10670_8961,cce_3068,0.08,0.14,0.08,-0.07,-0.05,-0.03,0.12,0.05,0.04,-0.11,-0.03,-0.07
Contig59.2_1_3141_1,cce_3073,0.21,0.21,0.1,-0.14,-0.05,-0.06,0.24,0.11,0.06,-0.18,-0.06,-0.1
Contig59.3_1_3033_154,cce_3073,-0.04,0.04,-0.01,-0.12,-0.15,-0.11,-0.04,-0.11,-0.08,-0.09,-0.06,-0.07
Contig59.3_2_7890_3178,cce_3074,-0.02,0.19,-0.06,-0.25,-0.24,-0.22,,-0.02,-0.1,-0.37,-0.34,-0.28
Contig59.3_3_11140_7904,cce_3075,0.01,0.09,0.01,-0.08,-0.11,-0.05,0.03,-0.02,-0.01,-0.03,-0.02,-0.05
Contig6.1_1_345_494,Contig6.1_1_345_494,0.35,0.39,0.17,0.03,0.1,0.06,0.4,0.34,0.42,0.03,0.15,0.16
Contig6.1_2_481_873,cce_0015,-0.12,0.1,0.05,0.14,-0.11,-0.09,-0.09,0.09,0.02,0.11,-0.02,-0.07
Contig6.1_3_1502_888,cce_0014,-0.12,-0.15,0.09,0.34,0.01,0.05,-0.18,0.07,0.1,0.27,0.12,0.12
Contig6.2_10_3465_6626,cce_0004,0.09,0.27,0.12,-0.14,-0.14,-0.09,0.17,0.06,,-0.23,-0.16,-0.18
Contig6.2_12_6819_7067,cce_0003,-0.52,-0.17,0.39,-0.56,0.39,0.02,-0.41,-0.59,0.44,-0.55,-0.05,0.13
Contig6.2_13_7165_8166,cce_0002,-0.07,0.14,-0.06,-0.73,-0.48,-0.4,-0.11,-0.26,0.15,-0.64,-0.54,-0.36
Contig6.2_14_8163_9083,cce_0001,0.21,0.19,0.18,-0.35,-0.15,-0.11,0.22,-0.03,0.23,-0.3,-0.16,-0.17
Contig6.2_15_9882_9256,cce_4766,-0.02,0.04,0.09,,-0.03,-0.04,-0.03,0.02,0.03,-0.04,-0.04,-0.04
Contig6.2_16_11827_10055,cce_4765,0.49,0.38,-0.32,-0.4,-0.26,-0.1,0.37,-0.59,-1.07,-1.04,-0.51,-0.62
Contig6.2_17_12094_12309,cce_4764,0.08,0.05,-0.06,-0.17,-0.18,-0.13,0.07,-0.17,-0.17,-0.18,-0.08,-0.16
Contig6.2_18_12788_12483,cce_4763,0.18,0.03,0.06,-0.16,-0.03,-0.13,0.12,0.01,0.02,-0.14,-0.15,-0.16
Contig6.2_19_12948_13049,cce_4762,-0.66,-0.29,0.2,0.24,0.01,-0.47,-0.75,-0.21,0.32,0.29,0.03,-0.33
Contig6.2_1_2_280,cce_0011,0.2,0.23,0.11,0.01,-0.03,0.11,0.21,0.15,0.09,,-0.04,0.03
Contig6.2_20_14686_13328,cce_4761,,-0.19,-0.1,0.08,-0.09,-0.02,-0.04,-0.13,-0.11,0.11,-0.1,0.02
Contig6.2_21_15816_14869,cce_4760,-0.14,0.05,-0.03,,-0.09,0.02,-0.14,0.03,0.02,0.01,0.02,0.02
Contig6.2_22_17897_16137,cce_4759,0.76,-0.14,-0.58,0.13,-0.15,-0.04,0.61,-0.21,-0.49,-0.07,-0.47,-0.19
Contig6.2_23_18267_19313,cce_4758,1.68,-0.37,-1.41,-1.51,-1.56,0.62,1.84,-0.36,-1.33,-1.24,-1.2,0.24
Contig6.2_24_19317_19859,cce_4757,1.38,-0.12,-0.82,-0.94,-0.94,0.26,1.47,-0.17,-0.71,-0.87,-0.74,-0.02
Contig6.2_25_20378_19878,cce_4756,-0.03,0.08,-0.05,-0.13,-0.13,-0.07,-0.03,0.02,-0.05,-0.13,-0.16,-0.09
Contig6.2_26_20989_20378,cce_4755,0.11,0.04,,-0.09,-0.04,0.01,0.1,0.06,0.13,-0.04,-0.02,0.04
Contig6.2_28_21334_21585,cce_4753,0.07,-0.05,0.05,-0.09,0.06,0.14,0.1,,0.11,-0.08,0.06,0.13
Contig6.2_29_25389_21634,cce_4752,0.13,0.25,0.16,0.01,-0.01,-0.04,0.15,0.19,0.13,-0.03,-0.08,-0.07
Contig6.2_2_325_660,cce_0010,0.09,0.2,-0.01,-0.07,-0.12,0.07,0.11,0.18,0.1,-0.01,-0.07,0.05
Contig6.2_30_25497_27782,cce_4751,0.05,0.22,0.11,0.17,-0.07,-0.1,0.06,0.18,0.04,0.2,-0.07,-0.17
Contig6.2_31_27822_28490,cce_4750,-0.13,0.12,0.05,0.02,-0.03,-0.07,-0.11,0.14,0.18,0.11,0.03,
Contig6.2_32_28502_29107,cce_4749,-0.17,0.13,-0.05,-0.17,-0.24,-0.21,-0.21,0.02,-0.03,-0.14,-0.27,-0.18
Contig6.2_33_29263_30153,cce_4748,-0.9,-0.81,-0.48,0.85,-0.27,-0.45,-0.95,-0.66,-0.56,0.6,-0.16,-0.27
Contig6.2_34_30174_31385,cce_4747,-0.37,-0.03,-0.06,0.26,-0.22,-0.28,-0.46,-0.06,-0.09,0.22,-0.03,-0.17
Contig6.2_35_31378_32454,cce_4746,0.16,0.14,0.11,-0.04,-0.02,,0.17,0.08,0.06,-0.06,-0.04,-0.04
Contig6.2_36_32499_33458,cce_4745,-0.04,-0.03,-0.01,0.07,0.06,0.09,0.02,-0.01,-0.03,0.01,0.05,0.04
Contig6.2_37_34402_33578,cce_4744,-1.03,-1.39,-0.94,0.4,0.47,0.35,-0.9,-1.06,-0.75,0.32,0.57,0.47
Contig6.2_38_34666_35385,cce_4743,0.92,-0.18,-0.38,-0.44,-0.36,0.56,0.98,-0.13,-0.35,-0.28,-0.21,0.38
Contig6.2_39_35593_36234,cce_4742,0.53,0.02,0.01,-0.15,0.08,0.17,0.67,0.03,-0.09,-0.16,0.01,-0.01
Contig6.2_3_768_968,cce_0009,0.61,0.48,0.02,-0.34,-0.15,-0.11,0.58,0.34,0.06,-0.19,-0.03,-0.06
Contig6.2_40_36272_37711,cce_4741,-0.14,-0.21,,0.12,0.16,0.21,-0.08,-0.06,0.08,0.16,0.26,0.24
Contig6.2_41_37927_38319,cce_4740,-0.42,-0.56,-0.15,0.45,0.3,-0.39,-0.62,-0.39,-0.18,0.51,0.43,-0.2
Contig6.2_42_39256_40194,cce_4739,0.1,0.18,0.19,0.05,0.04,,0.12,0.2,0.18,,0.02,-0.02
Contig6.2_43_40213_40923,cce_4738,-0.14,0.01,-0.01,0.13,0.07,-0.06,-0.14,0.09,0.08,0.14,0.06,0.04
Contig6.2_44_40970_41473,cce_4737,0.16,0.1,0.1,-0.02,0.04,0.01,0.14,0.08,0.04,-0.08,-0.03,-0.06
Contig6.2_45_42281_41490,cce_4736,-0.21,-0.26,-0.22,-0.06,0.03,0.13,-0.19,-0.26,-0.18,-0.02,0.1,0.14
Contig6.2_46_42488_43537,cce_4735,-0.84,-0.88,-0.64,0.43,0.52,-0.18,-0.71,-0.63,-0.37,0.43,0.62,-0.13
Contig6.2_47_43924_43667,cce_4733,0.03,-0.03,-0.06,-0.1,-0.07,-0.1,-0.08,0.02,-0.04,-0.08,-0.06,-0.06
Contig6.2_48_43954_44295,Contig6.2_48_43954_44295,-0.01,0.14,-0.02,-0.11,-0.13,-0.09,0.01,-0.03,-0.08,-0.16,-0.17,-0.15
Contig6.2_49_46543_44327,cce_4732,0.88,0.56,0.03,-0.77,-0.57,0.05,0.47,0.04,0.09,-0.6,-0.44,0.13
Contig6.2_4_965_1210,cce_0008,0.3,0.23,0.01,-0.2,-0.09,-0.05,0.32,0.15,0.01,-0.09,-0.03,-0.04
Contig6.2_50_46912_48486,cce_4731,0.11,-0.07,0.07,,0.1,0.12,0.1,,0.04,-0.07,0.01,0.05
Contig6.2_51_49116_48799,cce_4730,-1.59,-0.72,,0.59,0.35,-0.8,-1.58,-0.26,0.14,0.56,0.33,-0.67
Contig6.2_52_49607_49272,cce_4729,-0.44,-0.48,0.11,-0.17,0.35,0.06,-0.44,-0.41,0.07,-0.09,0.27,0.12
Contig6.2_53_51631_49922,cce_4728,0.17,0.1,0.11,-0.02,0.07,0.02,0.17,0.08,0.07,-0.07,-0.01,-0.02
Contig6.2_54_51793_52776,cce_4727,0.13,0.8,0.35,-0.05,0.01,-0.04,0.15,0.51,0.93,0.13,0.44,0.28
Contig6.2_55_52907_54034,cce_4726,0.05,0.06,0.11,0.14,0.05,-0.02,0.08,0.11,0.1,0.08,0.07,-0.04
Contig6.2_56_54896_54015,cce_4725,0.01,-0.03,-0.03,-0.05,-0.11,-0.11,-0.08,-0.03,-0.06,-0.07,-0.09,-0.1
Contig6.2_57_55854_54880,cce_4724,-0.05,-0.01,0.08,0.23,-0.11,-0.14,-0.1,0.07,0.12,0.15,0.01,-0.12
Contig6.2_58_55906_57264,cce_4723,0.04,-0.05,0.07,-0.02,0.02,0.08,0.09,0.02,0.01,-0.13,0.04,0.02
Contig6.2_59_57296_58393,cce_4722,-0.12,-0.13,-0.15,-0.03,-0.04,-0.01,-0.1,-0.11,-0.16,-0.08,-0.08,-0.05
Contig6.2_5_1220_1366,Contig6.2_5_1220_1366,0.22,0.2,-0.06,-0.23,-0.16,-0.12,0.2,0.07,-0.03,-0.1,-0.07,-0.09
Contig6.2_60_59080_58481,cce_4721,0.08,0.07,0.11,0.07,,0.01,0.08,0.11,0.11,0.03,-0.02,-0.03
Contig6.2_61_59303_59031,cce_4720,0.07,-0.02,0.23,-0.6,0.05,0.27,0.03,0.07,0.2,-0.54,-0.12,0.13
Contig6.2_62_59768_61579,cce_4718,-0.01,-0.05,0.13,0.07,-0.11,-0.14,-0.12,-0.07,0.2,0.05,-0.02,-0.04
Contig6.2_63_62986_61802,cce_4717,-0.35,-0.36,-0.16,0.16,-0.18,0.14,-0.11,-0.16,-0.2,0.12,-0.07,0.21
Contig6.2_64_64626_63112,cce_4716,0.11,0.1,-0.06,0.02,-0.19,-0.02,0.15,0.04,-0.06,0.03,-0.14,-0.09
Contig6.2_66_65882_64998,cce_4714,-0.02,0.09,-0.03,-0.08,-0.09,0.1,0.06,0.05,-0.01,-0.07,-0.04,0.05
Contig6.2_67_66508_66750,cce_4713,0.24,0.7,0.11,-0.72,-0.33,0.04,0.38,0.35,0.18,-0.59,-0.39,-0.07
Contig6.2_6_1449_1703,cce_0007,0.06,0.14,-0.06,-0.14,-0.14,-0.08,0.04,,-0.03,-0.04,-0.02,-0.04
Contig6.2_7_1857_2561,cce_0006,-0.03,0.18,0.02,-0.06,-0.12,-0.07,0.04,-0.03,-0.04,-0.08,-0.07,-0.06
Contig6.2_8_2647_3273,cce_0005,-0.03,0.01,-0.02,-0.14,-0.14,0.02,-0.03,-0.09,-0.04,-0.06,,0.05
Contig6.3_10_9924_9085,cce_4703,0.39,0.01,-0.14,-0.14,-0.15,0.07,0.42,-0.03,-0.12,-0.14,-0.15,0.01
Contig6.3_11_10131_10496,cce_4702,0.56,-0.1,-0.18,-0.25,-0.25,0.7,0.71,0.06,-0.09,-0.17,-0.15,0.59
Contig6.3_12_10530_11216,cce_4701,0.26,0.13,0.21,0.06,0.13,0.2,0.3,0.18,0.14,-0.01,0.03,0.09
Contig6.3_13_11814_11251,cce_4700,-0.29,0.1,0.33,0.09,-0.06,-0.22,-0.39,0.11,0.3,0.16,-0.08,-0.16
Contig6.3_14_11907_12647,cce_4698,-0.73,0.02,0.1,0.73,-0.24,-0.45,-0.8,0.26,0.21,0.74,-0.02,-0.3
Contig6.3_15_13234_12788,cce_4697,0.78,-0.09,0.31,-1.25,-0.27,0.09,0.84,-0.29,0.36,-1.35,-0.55,-0.07
Contig6.3_16_13821_15383,cce_4696,0.19,0.24,0.12,0.01,0.05,0.12,0.23,0.16,0.16,-0.06,0.02,0.11
Contig6.3_17_16933_15572,cce_4695,-0.22,-0.51,-0.28,-0.03,0.34,0.54,-0.19,-0.42,-0.31,-0.01,0.36,0.36
Contig6.3_18_17674_17045,cce_4694,-0.07,-0.07,0.11,0.07,0.29,0.21,-0.07,0.11,0.32,0.15,0.23,0.26
Contig6.3_19_17871_18860,cce_4693,-0.11,0.01,-0.08,0.04,-0.17,-0.12,-0.1,-0.02,-0.1,0.01,-0.05,-0.17
Contig6.3_1_134_454,cce_4712,0.18,0.44,-0.08,-0.39,-0.34,-0.13,0.24,0.22,0.11,-0.21,-0.19,-0.02
Contig6.3_20_21585_19099,cce_4692,0.2,-0.49,-0.57,-0.33,0.61,0.6,0.53,-0.32,-0.44,-0.34,-0.06,0.35
Contig6.3_21_22277_21927,cce_4691,-0.03,0.4,0.06,0.07,-0.09,-0.03,-0.06,0.4,0.15,0.05,-0.09,
Contig6.3_22_22828_22409,cce_4690,-0.05,0.01,-0.03,0.53,0.19,-0.06,-0.03,0.11,0.04,0.31,-0.02,-0.08
Contig6.3_2_471_635,cce_4711,0.06,0.13,-0.04,-0.21,-0.2,-0.17,0.04,0.05,-0.05,-0.15,-0.13,-0.14
Contig6.3_3_1280_660,cce_4710,0.14,0.13,0.11,-0.02,,-0.01,0.12,0.07,0.05,-0.05,-0.02,-0.04
Contig6.3_4_3315_1387,cce_4709,0.02,-0.11,0.02,0.09,0.27,0.1,0.03,0.01,0.03,-0.04,0.21,0.07
Contig6.3_5_3958_3413,cce_4708,0.15,0.05,0.1,0.03,0.03,0.11,0.16,0.09,0.14,0.04,0.06,0.08
Contig6.3_6_5732_3981,cce_4707,0.27,0.1,0.19,-0.11,-0.11,0.07,0.26,0.16,0.21,-0.09,-0.08,0.02
Contig6.3_8_6762_6112,cce_4705,0.14,-0.3,-0.09,,0.14,0.54,0.11,-0.1,-0.1,-0.03,0.09,0.44
Contig6.3_9_8947_6848,cce_4704,0.08,-0.06,-0.04,0.09,0.26,0.32,0.18,-0.01,0.04,0.02,0.23,0.32
Contig6.4_10_7405_7956,cce_4679,0.07,-0.03,-0.14,-0.09,-0.16,0.05,0.11,0.05,-0.14,-0.12,-0.16,-0.01
Contig6.4_11_8024_8524,cce_4678,0.16,0.15,0.04,-0.03,-0.08,0.01,0.2,0.14,0.11,-0.03,-0.07,
